no,post_url,akun,comment
1,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Nadyaa,gw kira mayat manusia anj😭🙏
2,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,eidajer🐦,Allah 😭
3,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Beautiespartner,"Udah dikafani, bukannya dikubur malah dibuang kesungaiii 😭😭😭"
4,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,MIE AYAM 🐔,"sumpah,pandwara menurut gwa stop aja
kalau di lanjutkan warga makin ngelunjak,
biar kalau gak di bersihin kena resiko kampung sendiri"
5,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,yissa,"dikira pandawara babu kali ya,yang komen tolong di jaga lagi ketikannya"
6,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Milddah,"guys tugas bersih2 itu bukan tugas pandawara saja, yg seenaknya kalian menyalahkan kinerja mereka, untung2 loh ada mereka, remaja aktif untuk mengajar kan kita menjaga lingkungan...
plis stop nyuruh-nyuruh atau menyalahkan kinerja mereka..."
7,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,kabuthangat,bisa bisanya buang hewan di sungai…….
8,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,tian.afrndk,"dah la bng, capek² bersihin blm sebulan dah tercemar lgi tu sungai, pemerintah ni jg gda upaya apapun jir, minimal kasih edukasi la ke masyarakat"
9,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,★,"pd kenapa sih komen"" nya"
10,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Y-ART 🎨,"Percayalah yang komen ""memancing emosi"" mereka bocah kebelet notif"
11,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Putriii,bangkai cicak aja baunya minta ampun apalagi bangkai anj😭🙏🏻
12,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Lely,pandawara kebaikannya sumpah masyaAllah banget😭😭
13,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ANGGA,hargai lah pandawara jadi kita jgn buang sampah sembarangan
14,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Yustika Sw🌸,pas muntah knp di vidio😭
15,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mb Zalo,"komennya sakit banget.
keep healthy pandawara❤️❤️"
16,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,upsss,hal yg bikin gua sedih jadi warga Indonesia tuh waktu buka komentar disetiap vid pandawara🥺🥺
17,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,MARSZEL UCHIHA,kok komen nya pada begini ya🙂
18,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,missmatcha,"sejak kapan membersihkan sungai jadi tugas pandawara😭
miris banget sdm negara ini"
19,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,PESAN KHUSUS,pandawara tolong bersihkan sungai kami
20,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mikah&labqi,anggota Pandawara amalnya luar biasa banget..
21,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,eidajer🐦,Allah 😭
22,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Beautiespartner,"Udah dikafani, bukannya dikubur malah dibuang kesungaiii 😭😭😭"
23,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,MIE AYAM 🐔,"sumpah,pandwara menurut gwa stop aja
kalau di lanjutkan warga makin ngelunjak,
biar kalau gak di bersihin kena resiko kampung sendiri"
24,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,yissa,"dikira pandawara babu kali ya,yang komen tolong di jaga lagi ketikannya"
25,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Milddah,"guys tugas bersih2 itu bukan tugas pandawara saja, yg seenaknya kalian menyalahkan kinerja mereka, untung2 loh ada mereka, remaja aktif untuk mengajar kan kita menjaga lingkungan...
plis stop nyuruh-nyuruh atau menyalahkan kinerja mereka..."
26,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,kabuthangat,bisa bisanya buang hewan di sungai…….
27,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,tian.afrndk,"dah la bng, capek² bersihin blm sebulan dah tercemar lgi tu sungai, pemerintah ni jg gda upaya apapun jir, minimal kasih edukasi la ke masyarakat"
28,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,★,"pd kenapa sih komen"" nya"
29,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Y-ART 🎨,"Percayalah yang komen ""memancing emosi"" mereka bocah kebelet notif"
30,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Putriii,bangkai cicak aja baunya minta ampun apalagi bangkai anj😭🙏🏻
31,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Lely,pandawara kebaikannya sumpah masyaAllah banget😭😭
32,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ANGGA,hargai lah pandawara jadi kita jgn buang sampah sembarangan
33,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Yustika Sw🌸,pas muntah knp di vidio😭
34,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mb Zalo,"komennya sakit banget.
keep healthy pandawara❤️❤️"
35,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,upsss,hal yg bikin gua sedih jadi warga Indonesia tuh waktu buka komentar disetiap vid pandawara🥺🥺
36,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,MARSZEL UCHIHA,kok komen nya pada begini ya🙂
37,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,missmatcha,"sejak kapan membersihkan sungai jadi tugas pandawara😭
miris banget sdm negara ini"
38,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,PESAN KHUSUS,pandawara tolong bersihkan sungai kami
39,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mikah&labqi,anggota Pandawara amalnya luar biasa banget..
40,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,rokperii,yg bunga jasad hewan di sungai pikirannya kemana siihh😭😭😭😭
41,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Beautiespartner,"Udah dikafani, bukannya dikubur malah dibuang kesungaiii 😭😭😭"
42,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,MIE AYAM 🐔,"sumpah,pandwara menurut gwa stop aja
kalau di lanjutkan warga makin ngelunjak,
biar kalau gak di bersihin kena resiko kampung sendiri"
43,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,yissa,"dikira pandawara babu kali ya,yang komen tolong di jaga lagi ketikannya"
44,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Milddah,"guys tugas bersih2 itu bukan tugas pandawara saja, yg seenaknya kalian menyalahkan kinerja mereka, untung2 loh ada mereka, remaja aktif untuk mengajar kan kita menjaga lingkungan...
plis stop nyuruh-nyuruh atau menyalahkan kinerja mereka..."
45,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,kabuthangat,bisa bisanya buang hewan di sungai…….
46,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,tian.afrndk,"dah la bng, capek² bersihin blm sebulan dah tercemar lgi tu sungai, pemerintah ni jg gda upaya apapun jir, minimal kasih edukasi la ke masyarakat"
47,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,★,"pd kenapa sih komen"" nya"
48,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Y-ART 🎨,"Percayalah yang komen ""memancing emosi"" mereka bocah kebelet notif"
49,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Putriii,bangkai cicak aja baunya minta ampun apalagi bangkai anj😭🙏🏻
50,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Lely,pandawara kebaikannya sumpah masyaAllah banget😭😭
51,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ANGGA,hargai lah pandawara jadi kita jgn buang sampah sembarangan
52,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Yustika Sw🌸,pas muntah knp di vidio😭
53,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mb Zalo,"komennya sakit banget.
keep healthy pandawara❤️❤️"
54,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,upsss,hal yg bikin gua sedih jadi warga Indonesia tuh waktu buka komentar disetiap vid pandawara🥺🥺
55,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,MARSZEL UCHIHA,kok komen nya pada begini ya🙂
56,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,missmatcha,"sejak kapan membersihkan sungai jadi tugas pandawara😭
miris banget sdm negara ini"
57,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,PESAN KHUSUS,pandawara tolong bersihkan sungai kami
58,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mikah&labqi,anggota Pandawara amalnya luar biasa banget..
59,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,rokperii,yg bunga jasad hewan di sungai pikirannya kemana siihh😭😭😭😭
60,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Adam🙋,Bukan nya di kubur malah di buang di sungai 😭
61,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,MIE AYAM 🐔,"sumpah,pandwara menurut gwa stop aja
kalau di lanjutkan warga makin ngelunjak,
biar kalau gak di bersihin kena resiko kampung sendiri"
62,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,yissa,"dikira pandawara babu kali ya,yang komen tolong di jaga lagi ketikannya"
63,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Milddah,"guys tugas bersih2 itu bukan tugas pandawara saja, yg seenaknya kalian menyalahkan kinerja mereka, untung2 loh ada mereka, remaja aktif untuk mengajar kan kita menjaga lingkungan...
plis stop nyuruh-nyuruh atau menyalahkan kinerja mereka..."
64,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,kabuthangat,bisa bisanya buang hewan di sungai…….
65,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,tian.afrndk,"dah la bng, capek² bersihin blm sebulan dah tercemar lgi tu sungai, pemerintah ni jg gda upaya apapun jir, minimal kasih edukasi la ke masyarakat"
66,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,★,"pd kenapa sih komen"" nya"
67,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Y-ART 🎨,"Percayalah yang komen ""memancing emosi"" mereka bocah kebelet notif"
68,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Putriii,bangkai cicak aja baunya minta ampun apalagi bangkai anj😭🙏🏻
69,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Lely,pandawara kebaikannya sumpah masyaAllah banget😭😭
70,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ANGGA,hargai lah pandawara jadi kita jgn buang sampah sembarangan
71,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Yustika Sw🌸,pas muntah knp di vidio😭
72,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mb Zalo,"komennya sakit banget.
keep healthy pandawara❤️❤️"
73,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,upsss,hal yg bikin gua sedih jadi warga Indonesia tuh waktu buka komentar disetiap vid pandawara🥺🥺
74,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,MARSZEL UCHIHA,kok komen nya pada begini ya🙂
75,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,missmatcha,"sejak kapan membersihkan sungai jadi tugas pandawara😭
miris banget sdm negara ini"
76,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,PESAN KHUSUS,pandawara tolong bersihkan sungai kami
77,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mikah&labqi,anggota Pandawara amalnya luar biasa banget..
78,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,rokperii,yg bunga jasad hewan di sungai pikirannya kemana siihh😭😭😭😭
79,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Adam🙋,Bukan nya di kubur malah di buang di sungai 😭
80,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,f,salut bgtttt pandawara🥺❤️
81,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,yissa,"dikira pandawara babu kali ya,yang komen tolong di jaga lagi ketikannya"
82,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Milddah,"guys tugas bersih2 itu bukan tugas pandawara saja, yg seenaknya kalian menyalahkan kinerja mereka, untung2 loh ada mereka, remaja aktif untuk mengajar kan kita menjaga lingkungan...
plis stop nyuruh-nyuruh atau menyalahkan kinerja mereka..."
83,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,kabuthangat,bisa bisanya buang hewan di sungai…….
84,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,tian.afrndk,"dah la bng, capek² bersihin blm sebulan dah tercemar lgi tu sungai, pemerintah ni jg gda upaya apapun jir, minimal kasih edukasi la ke masyarakat"
85,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,★,"pd kenapa sih komen"" nya"
86,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Y-ART 🎨,"Percayalah yang komen ""memancing emosi"" mereka bocah kebelet notif"
87,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Putriii,bangkai cicak aja baunya minta ampun apalagi bangkai anj😭🙏🏻
88,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Lely,pandawara kebaikannya sumpah masyaAllah banget😭😭
89,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ANGGA,hargai lah pandawara jadi kita jgn buang sampah sembarangan
90,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Yustika Sw🌸,pas muntah knp di vidio😭
91,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mb Zalo,"komennya sakit banget.
keep healthy pandawara❤️❤️"
92,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,upsss,hal yg bikin gua sedih jadi warga Indonesia tuh waktu buka komentar disetiap vid pandawara🥺🥺
93,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,MARSZEL UCHIHA,kok komen nya pada begini ya🙂
94,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,missmatcha,"sejak kapan membersihkan sungai jadi tugas pandawara😭
miris banget sdm negara ini"
95,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,PESAN KHUSUS,pandawara tolong bersihkan sungai kami
96,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mikah&labqi,anggota Pandawara amalnya luar biasa banget..
97,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,rokperii,yg bunga jasad hewan di sungai pikirannya kemana siihh😭😭😭😭
98,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Adam🙋,Bukan nya di kubur malah di buang di sungai 😭
99,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,f,salut bgtttt pandawara🥺❤️
100,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,🤡.,ya Allah semoga pandawara selalu diberi keshatan
121,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,kabuthangat,bisa bisanya buang hewan di sungai…….
122,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,tian.afrndk,"dah la bng, capek² bersihin blm sebulan dah tercemar lgi tu sungai, pemerintah ni jg gda upaya apapun jir, minimal kasih edukasi la ke masyarakat"
123,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,★,"pd kenapa sih komen"" nya"
124,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Y-ART 🎨,"Percayalah yang komen ""memancing emosi"" mereka bocah kebelet notif"
125,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Putriii,bangkai cicak aja baunya minta ampun apalagi bangkai anj😭🙏🏻
126,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Lely,pandawara kebaikannya sumpah masyaAllah banget😭😭
127,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ANGGA,hargai lah pandawara jadi kita jgn buang sampah sembarangan
128,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Yustika Sw🌸,pas muntah knp di vidio😭
129,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mb Zalo,"komennya sakit banget.
keep healthy pandawara❤️❤️"
130,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,upsss,hal yg bikin gua sedih jadi warga Indonesia tuh waktu buka komentar disetiap vid pandawara🥺🥺
131,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,MARSZEL UCHIHA,kok komen nya pada begini ya🙂
132,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,missmatcha,"sejak kapan membersihkan sungai jadi tugas pandawara😭
miris banget sdm negara ini"
133,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,PESAN KHUSUS,pandawara tolong bersihkan sungai kami
134,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mikah&labqi,anggota Pandawara amalnya luar biasa banget..
135,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,rokperii,yg bunga jasad hewan di sungai pikirannya kemana siihh😭😭😭😭
136,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Adam🙋,Bukan nya di kubur malah di buang di sungai 😭
137,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,f,salut bgtttt pandawara🥺❤️
138,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,🤡.,ya Allah semoga pandawara selalu diberi keshatan
139,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,sypoo ee,pandawara di lewatin ular piton 8 meter kabarin kalo biru
140,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,creamylatte🧋,gua udah parno mayat manusia 😭
141,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,tian.afrndk,"dah la bng, capek² bersihin blm sebulan dah tercemar lgi tu sungai, pemerintah ni jg gda upaya apapun jir, minimal kasih edukasi la ke masyarakat"
142,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,★,"pd kenapa sih komen"" nya"
143,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Y-ART 🎨,"Percayalah yang komen ""memancing emosi"" mereka bocah kebelet notif"
144,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Putriii,bangkai cicak aja baunya minta ampun apalagi bangkai anj😭🙏🏻
145,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Lely,pandawara kebaikannya sumpah masyaAllah banget😭😭
146,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ANGGA,hargai lah pandawara jadi kita jgn buang sampah sembarangan
147,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Yustika Sw🌸,pas muntah knp di vidio😭
148,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mb Zalo,"komennya sakit banget.
keep healthy pandawara❤️❤️"
149,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,upsss,hal yg bikin gua sedih jadi warga Indonesia tuh waktu buka komentar disetiap vid pandawara🥺🥺
150,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,MARSZEL UCHIHA,kok komen nya pada begini ya🙂
151,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,missmatcha,"sejak kapan membersihkan sungai jadi tugas pandawara😭
miris banget sdm negara ini"
152,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,PESAN KHUSUS,pandawara tolong bersihkan sungai kami
153,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mikah&labqi,anggota Pandawara amalnya luar biasa banget..
154,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,rokperii,yg bunga jasad hewan di sungai pikirannya kemana siihh😭😭😭😭
155,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Adam🙋,Bukan nya di kubur malah di buang di sungai 😭
156,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,f,salut bgtttt pandawara🥺❤️
157,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,🤡.,ya Allah semoga pandawara selalu diberi keshatan
158,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,sypoo ee,pandawara di lewatin ular piton 8 meter kabarin kalo biru
159,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,creamylatte🧋,gua udah parno mayat manusia 😭
160,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ziafzaabc,kalo pecinta heean pasti ngubur jir gaakan digeletakin gitu seenaknyaa heuuu 😭
161,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,★,"pd kenapa sih komen"" nya"
162,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Y-ART 🎨,"Percayalah yang komen ""memancing emosi"" mereka bocah kebelet notif"
163,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Putriii,bangkai cicak aja baunya minta ampun apalagi bangkai anj😭🙏🏻
164,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Lely,pandawara kebaikannya sumpah masyaAllah banget😭😭
165,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ANGGA,hargai lah pandawara jadi kita jgn buang sampah sembarangan
166,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Yustika Sw🌸,pas muntah knp di vidio😭
167,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mb Zalo,"komennya sakit banget.
keep healthy pandawara❤️❤️"
168,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,upsss,hal yg bikin gua sedih jadi warga Indonesia tuh waktu buka komentar disetiap vid pandawara🥺🥺
169,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,MARSZEL UCHIHA,kok komen nya pada begini ya🙂
170,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,missmatcha,"sejak kapan membersihkan sungai jadi tugas pandawara😭
miris banget sdm negara ini"
171,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,PESAN KHUSUS,pandawara tolong bersihkan sungai kami
172,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mikah&labqi,anggota Pandawara amalnya luar biasa banget..
173,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,rokperii,yg bunga jasad hewan di sungai pikirannya kemana siihh😭😭😭😭
174,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Adam🙋,Bukan nya di kubur malah di buang di sungai 😭
175,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,f,salut bgtttt pandawara🥺❤️
176,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,🤡.,ya Allah semoga pandawara selalu diberi keshatan
177,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,sypoo ee,pandawara di lewatin ular piton 8 meter kabarin kalo biru
178,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,creamylatte🧋,gua udah parno mayat manusia 😭
179,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ziafzaabc,kalo pecinta heean pasti ngubur jir gaakan digeletakin gitu seenaknyaa heuuu 😭
180,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,All in Loved,"KA pliss pake masker, bajunya full body bisa ga biar amann😭😭"
201,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Putriii,bangkai cicak aja baunya minta ampun apalagi bangkai anj😭🙏🏻
202,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Lely,pandawara kebaikannya sumpah masyaAllah banget😭😭
203,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ANGGA,hargai lah pandawara jadi kita jgn buang sampah sembarangan
204,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Yustika Sw🌸,pas muntah knp di vidio😭
205,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mb Zalo,"komennya sakit banget.
keep healthy pandawara❤️❤️"
206,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,upsss,hal yg bikin gua sedih jadi warga Indonesia tuh waktu buka komentar disetiap vid pandawara🥺🥺
207,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,MARSZEL UCHIHA,kok komen nya pada begini ya🙂
208,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,missmatcha,"sejak kapan membersihkan sungai jadi tugas pandawara😭
miris banget sdm negara ini"
209,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,PESAN KHUSUS,pandawara tolong bersihkan sungai kami
210,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mikah&labqi,anggota Pandawara amalnya luar biasa banget..
211,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,rokperii,yg bunga jasad hewan di sungai pikirannya kemana siihh😭😭😭😭
212,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Adam🙋,Bukan nya di kubur malah di buang di sungai 😭
213,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,f,salut bgtttt pandawara🥺❤️
214,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,🤡.,ya Allah semoga pandawara selalu diberi keshatan
215,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,sypoo ee,pandawara di lewatin ular piton 8 meter kabarin kalo biru
216,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,creamylatte🧋,gua udah parno mayat manusia 😭
217,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ziafzaabc,kalo pecinta heean pasti ngubur jir gaakan digeletakin gitu seenaknyaa heuuu 😭
218,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,All in Loved,"KA pliss pake masker, bajunya full body bisa ga biar amann😭😭"
219,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,SitiAjaa19,"Mulia banget niat dan tindakan kalian. Semoga Tuhan selalu melindungi kalian dimanapun kalian berada yaa 🌷
Terima kasih dan terus menjadi inspirasi dalam berbuat baik ya"
220,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,🌊📸~*qiyyz mhk*~📸🌊,persahabatan yang ku inginkan...😔
221,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Lely,pandawara kebaikannya sumpah masyaAllah banget😭😭
222,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,ANGGA,hargai lah pandawara jadi kita jgn buang sampah sembarangan
223,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Yustika Sw🌸,pas muntah knp di vidio😭
224,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mb Zalo,"komennya sakit banget.
keep healthy pandawara❤️❤️"
225,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,upsss,hal yg bikin gua sedih jadi warga Indonesia tuh waktu buka komentar disetiap vid pandawara🥺🥺
226,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,MARSZEL UCHIHA,kok komen nya pada begini ya🙂
227,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,missmatcha,"sejak kapan membersihkan sungai jadi tugas pandawara😭
miris banget sdm negara ini"
228,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,PESAN KHUSUS,pandawara tolong bersihkan sungai kami
229,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,mikah&labqi,anggota Pandawara amalnya luar biasa banget..
230,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,rokperii,yg bunga jasad hewan di sungai pikirannya kemana siihh😭😭😭😭
231,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Adam🙋,Bukan nya di kubur malah di buang di sungai 😭
232,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,f,salut bgtttt pandawara🥺❤️
233,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,🤡.,ya Allah semoga pandawara selalu diberi keshatan
234,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,sypoo ee,pandawara di lewatin ular piton 8 meter kabarin kalo biru
235,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,creamylatte🧋,gua udah parno mayat manusia 😭
