no,post_url,akun,comment
18377,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Joshua Larosa,semangat Pandawara
18378,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,zholezAasikk,"terimakasih bnyak kk.. semangat terus yah,,,🙏🙏🙏"
18379,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,syazwa,🥰
18380,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,whi wd,gk kebayang bauknya
18381,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Cynkqmuajja,uyuhan😭😭😭😭😭
18382,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,star/\,😂
18383,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Afrisena Ph,"Kalo hewan mati jgn di buang di sungai, mending di kubur biar tulang nya jadi tanah"
18384,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,luffytaro,"kenapa ya aku ngelihat tuh anjing langsung nangiss
kasian woilahh😭😔"
18385,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mekhanay Impor,nama suami pasti yanto
18386,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Tsuki,((( majikan nya keterlaluan💔💔
18387,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,YOONGI 민윤기 🤹🏻,"kok bisa bisanya si anjing nya mati tapi enggk di kuburin! 😭😭 malah di buang ke sungai gitu!, gila kali tuh org !m"
18388,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,𝐀𝐥𝐞𝐱 𝐅𝐞𝐫𝐝𝐢𝐚𝐧,baunya sampai sini bg
18389,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,uuss aj,saran pake masker bg
18390,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Scorpio🖤💗,Dibunuh ga sih? Masa punya anjing mati ga dikuburin. Mana di taliin nya pake kabel lagi astaga
18391,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Marshel,gw kira anice
18392,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,PETMUD,"itulah, gw disuruh ortu buang ke sungai bangke ayam, malahan gw tanam, kn bgus juga buat kesuburan tanah.
sebenernya sama susahnya, kenapa milih yg berdampak ya manusia💀"
18393,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,r3nii_.,kasian njir anjing nya
18394,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,devani putri,💚
18395,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,apaya?.,baunya ksini
18396,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Joshua Larosa,semangat Pandawara
18397,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,zholezAasikk,"terimakasih bnyak kk.. semangat terus yah,,,🙏🙏🙏"
18398,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,syazwa,🥰
18399,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,whi wd,gk kebayang bauknya
18400,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Cynkqmuajja,uyuhan😭😭😭😭😭
18401,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,star/\,😂
18402,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Afrisena Ph,"Kalo hewan mati jgn di buang di sungai, mending di kubur biar tulang nya jadi tanah"
18403,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,luffytaro,"kenapa ya aku ngelihat tuh anjing langsung nangiss
kasian woilahh😭😔"
18404,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mekhanay Impor,nama suami pasti yanto
18405,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Tsuki,((( majikan nya keterlaluan💔💔
18406,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,YOONGI 민윤기 🤹🏻,"kok bisa bisanya si anjing nya mati tapi enggk di kuburin! 😭😭 malah di buang ke sungai gitu!, gila kali tuh org !m"
18407,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,𝐀𝐥𝐞𝐱 𝐅𝐞𝐫𝐝𝐢𝐚𝐧,baunya sampai sini bg
18408,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,uuss aj,saran pake masker bg
18409,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Scorpio🖤💗,Dibunuh ga sih? Masa punya anjing mati ga dikuburin. Mana di taliin nya pake kabel lagi astaga
18410,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Marshel,gw kira anice
18411,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,♡メshaa_dielメ♡,🥺
18412,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,r3nii_.,kasian njir anjing nya
18413,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,devani putri,💚
18414,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,apaya?.,baunya ksini
18415,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Joshua Larosa,semangat Pandawara
18416,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,zholezAasikk,"terimakasih bnyak kk.. semangat terus yah,,,🙏🙏🙏"
18417,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,syazwa,🥰
18418,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,whi wd,gk kebayang bauknya
18419,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Cynkqmuajja,uyuhan😭😭😭😭😭
18420,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,star/\,😂
18421,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Afrisena Ph,"Kalo hewan mati jgn di buang di sungai, mending di kubur biar tulang nya jadi tanah"
18422,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,luffytaro,"kenapa ya aku ngelihat tuh anjing langsung nangiss
kasian woilahh😭😔"
18423,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mekhanay Impor,nama suami pasti yanto
18424,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Tsuki,((( majikan nya keterlaluan💔💔
18425,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,YOONGI 민윤기 🤹🏻,"kok bisa bisanya si anjing nya mati tapi enggk di kuburin! 😭😭 malah di buang ke sungai gitu!, gila kali tuh org !m"
18426,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,𝐀𝐥𝐞𝐱 𝐅𝐞𝐫𝐝𝐢𝐚𝐧,baunya sampai sini bg
18427,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,uuss aj,saran pake masker bg
18428,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Scorpio🖤💗,Dibunuh ga sih? Masa punya anjing mati ga dikuburin. Mana di taliin nya pake kabel lagi astaga
18429,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Marshel,gw kira anice
18430,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,♡メshaa_dielメ♡,🥺
18431,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Damai sejahtera,😂
18432,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,devani putri,💚
18433,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,apaya?.,baunya ksini
18434,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Joshua Larosa,semangat Pandawara
18435,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,zholezAasikk,"terimakasih bnyak kk.. semangat terus yah,,,🙏🙏🙏"
18436,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,syazwa,🥰
18437,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,whi wd,gk kebayang bauknya
18438,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Cynkqmuajja,uyuhan😭😭😭😭😭
18439,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,star/\,😂
18440,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Afrisena Ph,"Kalo hewan mati jgn di buang di sungai, mending di kubur biar tulang nya jadi tanah"
18441,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,luffytaro,"kenapa ya aku ngelihat tuh anjing langsung nangiss
kasian woilahh😭😔"
18442,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mekhanay Impor,nama suami pasti yanto
18443,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Tsuki,((( majikan nya keterlaluan💔💔
18444,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,YOONGI 민윤기 🤹🏻,"kok bisa bisanya si anjing nya mati tapi enggk di kuburin! 😭😭 malah di buang ke sungai gitu!, gila kali tuh org !m"
18445,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,𝐀𝐥𝐞𝐱 𝐅𝐞𝐫𝐝𝐢𝐚𝐧,baunya sampai sini bg
18446,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,uuss aj,saran pake masker bg
18447,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Scorpio🖤💗,Dibunuh ga sih? Masa punya anjing mati ga dikuburin. Mana di taliin nya pake kabel lagi astaga
18448,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Marshel,gw kira anice
18449,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,♡メshaa_dielメ♡,🥺
18450,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Damai sejahtera,😂
18451,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,star/\,😁
18462,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,kasian banget,((( majikan nya keterlaluan💔💔
18472,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Joshua Larosa,semangat Pandawara
18473,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,zholezAasikk,"terimakasih bnyak kk.. semangat terus yah,,,🙏🙏🙏"
18474,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,syazwa,🥰
18475,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,whi wd,gk kebayang bauknya
18476,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Cynkqmuajja,uyuhan😭😭😭😭😭
18477,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,star/\,😂
18478,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Afrisena Ph,"Kalo hewan mati jgn di buang di sungai, mending di kubur biar tulang nya jadi tanah"
18479,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,luffytaro,"kenapa ya aku ngelihat tuh anjing langsung nangiss
kasian woilahh😭😔"
18480,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mekhanay Impor,nama suami pasti yanto
18481,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Tsuki,((( majikan nya keterlaluan💔💔
18482,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,YOONGI 민윤기 🤹🏻,"kok bisa bisanya si anjing nya mati tapi enggk di kuburin! 😭😭 malah di buang ke sungai gitu!, gila kali tuh org !m"
18483,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,𝐀𝐥𝐞𝐱 𝐅𝐞𝐫𝐝𝐢𝐚𝐧,baunya sampai sini bg
18484,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,uuss aj,saran pake masker bg
18485,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Scorpio🖤💗,Dibunuh ga sih? Masa punya anjing mati ga dikuburin. Mana di taliin nya pake kabel lagi astaga
18486,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Marshel,gw kira anice
18487,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,♡メshaa_dielメ♡,🥺
18488,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Damai sejahtera,😂
18489,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,star/\,😁
18490,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,d,mending stopp
18491,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,່ ‍ ‍‍ ‍ ‍ ‍ ︎,"curiga itu anj nya di racun trus yg ngeracun yg buat,tapi kalo pemilik nya yg buat parah sih"
18492,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,zholezAasikk,"terimakasih bnyak kk.. semangat terus yah,,,🙏🙏🙏"
18493,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,syazwa,🥰
18494,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,whi wd,gk kebayang bauknya
18495,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Cynkqmuajja,uyuhan😭😭😭😭😭
18496,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,star/\,😂
18497,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Afrisena Ph,"Kalo hewan mati jgn di buang di sungai, mending di kubur biar tulang nya jadi tanah"
18498,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,luffytaro,"kenapa ya aku ngelihat tuh anjing langsung nangiss
kasian woilahh😭😔"
18499,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mekhanay Impor,nama suami pasti yanto
18500,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Tsuki,((( majikan nya keterlaluan💔💔
18501,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,YOONGI 민윤기 🤹🏻,"kok bisa bisanya si anjing nya mati tapi enggk di kuburin! 😭😭 malah di buang ke sungai gitu!, gila kali tuh org !m"
18502,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,𝐀𝐥𝐞𝐱 𝐅𝐞𝐫𝐝𝐢𝐚𝐧,baunya sampai sini bg
18503,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,uuss aj,saran pake masker bg
18504,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Scorpio🖤💗,Dibunuh ga sih? Masa punya anjing mati ga dikuburin. Mana di taliin nya pake kabel lagi astaga
18505,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Marshel,gw kira anice
18506,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,♡メshaa_dielメ♡,🥺
18507,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Damai sejahtera,😂
18508,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,star/\,😁
18509,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,d,mending stopp
18510,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,່ ‍ ‍‍ ‍ ‍ ‍ ︎,"curiga itu anj nya di racun trus yg ngeracun yg buat,tapi kalo pemilik nya yg buat parah sih"
18511,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mujiburrahmaannn,😱😱😱
18519,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,kasian banget,((( majikan nya keterlaluan💔💔
18538,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,kasian banget,((( majikan nya keterlaluan💔💔
18552,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Cynkqmuajja,uyuhan😭😭😭😭😭
18553,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,star/\,😂
18554,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Afrisena Ph,"Kalo hewan mati jgn di buang di sungai, mending di kubur biar tulang nya jadi tanah"
18555,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,luffytaro,"kenapa ya aku ngelihat tuh anjing langsung nangiss
kasian woilahh😭😔"
18556,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mekhanay Impor,nama suami pasti yanto
18557,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Tsuki,((( majikan nya keterlaluan💔💔
18558,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,YOONGI 민윤기 🤹🏻,"kok bisa bisanya si anjing nya mati tapi enggk di kuburin! 😭😭 malah di buang ke sungai gitu!, gila kali tuh org !m"
18559,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,𝐀𝐥𝐞𝐱 𝐅𝐞𝐫𝐝𝐢𝐚𝐧,baunya sampai sini bg
18560,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,uuss aj,saran pake masker bg
18561,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Scorpio🖤💗,Dibunuh ga sih? Masa punya anjing mati ga dikuburin. Mana di taliin nya pake kabel lagi astaga
18562,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Marshel,gw kira anice
18563,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,♡メshaa_dielメ♡,🥺
18564,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Damai sejahtera,😂
18565,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,star/\,😁
18566,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,d,mending stopp
18567,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,່ ‍ ‍‍ ‍ ‍ ‍ ︎,"curiga itu anj nya di racun trus yg ngeracun yg buat,tapi kalo pemilik nya yg buat parah sih"
18568,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mujiburrahmaannn,😱😱😱
18569,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,sebutsajamawar,😭sumpah lu pada gk muntah aja udah hebat
18570,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Alvin Putra,Kuat bgt gak pake masker pas dibuka kafannya🤢
18571,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,🐟,walaupun gue islam gue ga tega bngt kasiannn😭
18572,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,star/\,😂
18573,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Afrisena Ph,"Kalo hewan mati jgn di buang di sungai, mending di kubur biar tulang nya jadi tanah"
18574,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,luffytaro,"kenapa ya aku ngelihat tuh anjing langsung nangiss
kasian woilahh😭😔"
18575,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mekhanay Impor,nama suami pasti yanto
18576,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Tsuki,((( majikan nya keterlaluan💔💔
18577,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,YOONGI 민윤기 🤹🏻,"kok bisa bisanya si anjing nya mati tapi enggk di kuburin! 😭😭 malah di buang ke sungai gitu!, gila kali tuh org !m"
18578,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,𝐀𝐥𝐞𝐱 𝐅𝐞𝐫𝐝𝐢𝐚𝐧,baunya sampai sini bg
18579,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,uuss aj,saran pake masker bg
18580,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Scorpio🖤💗,Dibunuh ga sih? Masa punya anjing mati ga dikuburin. Mana di taliin nya pake kabel lagi astaga
18581,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Marshel,gw kira anice
18582,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,♡メshaa_dielメ♡,🥺
18583,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Damai sejahtera,😂
18584,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,star/\,😁
18585,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,d,mending stopp
18586,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,່ ‍ ‍‍ ‍ ‍ ‍ ︎,"curiga itu anj nya di racun trus yg ngeracun yg buat,tapi kalo pemilik nya yg buat parah sih"
18587,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mujiburrahmaannn,😱😱😱
18588,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,sebutsajamawar,😭sumpah lu pada gk muntah aja udah hebat
18589,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Alvin Putra,Kuat bgt gak pake masker pas dibuka kafannya🤢
18590,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,🐟,walaupun gue islam gue ga tega bngt kasiannn😭
18591,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Anodzz_Keropy,parah banget yang buang di sungai🥲
18592,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Afrisena Ph,"Kalo hewan mati jgn di buang di sungai, mending di kubur biar tulang nya jadi tanah"
18593,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,luffytaro,"kenapa ya aku ngelihat tuh anjing langsung nangiss
kasian woilahh😭😔"
18594,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mekhanay Impor,nama suami pasti yanto
18595,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Tsuki,((( majikan nya keterlaluan💔💔
18596,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,YOONGI 민윤기 🤹🏻,"kok bisa bisanya si anjing nya mati tapi enggk di kuburin! 😭😭 malah di buang ke sungai gitu!, gila kali tuh org !m"
18597,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,𝐀𝐥𝐞𝐱 𝐅𝐞𝐫𝐝𝐢𝐚𝐧,baunya sampai sini bg
18598,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,uuss aj,saran pake masker bg
18599,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Scorpio🖤💗,Dibunuh ga sih? Masa punya anjing mati ga dikuburin. Mana di taliin nya pake kabel lagi astaga
18600,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Marshel,gw kira anice
18601,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,♡メshaa_dielメ♡,🥺
18602,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Damai sejahtera,😂
18603,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,star/\,😁
18604,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,d,mending stopp
18605,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,່ ‍ ‍‍ ‍ ‍ ‍ ︎,"curiga itu anj nya di racun trus yg ngeracun yg buat,tapi kalo pemilik nya yg buat parah sih"
18606,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mujiburrahmaannn,😱😱😱
18607,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,sebutsajamawar,😭sumpah lu pada gk muntah aja udah hebat
18608,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Alvin Putra,Kuat bgt gak pake masker pas dibuka kafannya🤢
18609,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,🐟,walaupun gue islam gue ga tega bngt kasiannn😭
18610,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Anodzz_Keropy,parah banget yang buang di sungai🥲
18611,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,nduttt,😘
18614,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,kasian banget,((( majikan nya keterlaluan💔💔
18633,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,kasian banget,((( majikan nya keterlaluan💔💔
18652,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Tsuki,((( majikan nya keterlaluan💔💔
18653,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,YOONGI 민윤기 🤹🏻,"kok bisa bisanya si anjing nya mati tapi enggk di kuburin! 😭😭 malah di buang ke sungai gitu!, gila kali tuh org !m"
18654,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,𝐀𝐥𝐞𝐱 𝐅𝐞𝐫𝐝𝐢𝐚𝐧,baunya sampai sini bg
18655,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,uuss aj,saran pake masker bg
18656,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Scorpio🖤💗,Dibunuh ga sih? Masa punya anjing mati ga dikuburin. Mana di taliin nya pake kabel lagi astaga
18657,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Marshel,gw kira anice
18658,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,♡メshaa_dielメ♡,🥺
18659,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Damai sejahtera,😂
18660,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,star/\,😁
18661,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,d,mending stopp
18662,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,່ ‍ ‍‍ ‍ ‍ ‍ ︎,"curiga itu anj nya di racun trus yg ngeracun yg buat,tapi kalo pemilik nya yg buat parah sih"
18663,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mujiburrahmaannn,😱😱😱
18664,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,sebutsajamawar,😭sumpah lu pada gk muntah aja udah hebat
18665,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Alvin Putra,Kuat bgt gak pake masker pas dibuka kafannya🤢
18666,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,🐟,walaupun gue islam gue ga tega bngt kasiannn😭
18667,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Anodzz_Keropy,parah banget yang buang di sungai🥲
18668,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,nduttt,😘
18669,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,⚡HAF!!😼,itu apa 🤔
18670,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,vana,mana oren lg🙂
18671,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,💐💐,😁
18672,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,YOONGI 민윤기 🤹🏻,"kok bisa bisanya si anjing nya mati tapi enggk di kuburin! 😭😭 malah di buang ke sungai gitu!, gila kali tuh org !m"
18673,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,𝐀𝐥𝐞𝐱 𝐅𝐞𝐫𝐝𝐢𝐚𝐧,baunya sampai sini bg
18674,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,uuss aj,saran pake masker bg
18675,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Scorpio🖤💗,Dibunuh ga sih? Masa punya anjing mati ga dikuburin. Mana di taliin nya pake kabel lagi astaga
18676,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Marshel,gw kira anice
18677,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,♡メshaa_dielメ♡,🥺
18678,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Damai sejahtera,😂
18679,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,star/\,😁
18680,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,d,mending stopp
18681,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,່ ‍ ‍‍ ‍ ‍ ‍ ︎,"curiga itu anj nya di racun trus yg ngeracun yg buat,tapi kalo pemilik nya yg buat parah sih"
18682,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Mujiburrahmaannn,😱😱😱
18683,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,sebutsajamawar,😭sumpah lu pada gk muntah aja udah hebat
18684,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Alvin Putra,Kuat bgt gak pake masker pas dibuka kafannya🤢
18685,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,🐟,walaupun gue islam gue ga tega bngt kasiannn😭
18686,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Anodzz_Keropy,parah banget yang buang di sungai🥲
18687,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,nduttt,😘
18688,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,⚡HAF!!😼,itu apa 🤔
18689,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,vana,mana oren lg🙂
18690,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,💐💐,😁
18691,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,Vermeil.x.Argus,okeee kali ini gw akan kubur ikan gw yg udah mati
18712,https://www.tiktok.com/@pandawaragroup/video/7520215015220055352,uuss aj,saran pake masker bg
